what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.103.v200810081720,org.eclipse.wst.jsdt.web.support.jsp,1265234871104
started,bundle,org.eclipse.wst.css.ui,1.0.301.v200807170605,org.eclipse.wst.css.ui,1265234871208
opened,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1265234871357
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1265234871454
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1265234876743
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1265234876976
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1265234878774
opened,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1265234887823
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1265234887846
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234896265
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234901963
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1265234903689
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1265234911414
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234922145
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234928331
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234928360
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234928497
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1265234930059
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234932680
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234942799
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234946415
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234946953
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234949224
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1265234950758
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.debug,1265234951882
